,Sample,ClassId,EN
23694,signer33_sample165,92,never
23695,signer33_sample166,121,bridge
23696,signer33_sample167,108,accident
23697,signer33_sample168,131,napkin
23698,signer33_sample169,23,honey
23699,signer33_sample170,198,turkey
23700,signer33_sample171,163,psychology
23701,signer33_sample172,30,I
23702,signer33_sample173,92,never
23703,signer33_sample174,113,rent
23704,signer33_sample175,116,female
23705,signer33_sample176,168,tuesday
23706,signer33_sample177,100,good
23707,signer33_sample178,42,child
23708,signer33_sample179,77,show
23709,signer33_sample180,207,alone
23710,signer33_sample181,28,single
23711,signer33_sample182,49,change
23712,signer33_sample183,53,full
23713,signer33_sample184,121,bridge
23714,signer33_sample185,13,key
23715,signer33_sample186,114,book
23716,signer33_sample187,68,elephant
23717,signer33_sample188,55,yesterday
23718,signer33_sample189,115,mince
23719,signer33_sample190,155,pastrami
23720,signer33_sample191,222,tired
23721,signer33_sample192,155,pastrami
23722,signer33_sample193,194,scales
23723,signer33_sample194,20,father
23724,signer33_sample195,147,allright
23725,signer33_sample196,193,telephone
23726,signer33_sample197,14,mother
23727,signer33_sample198,208,wrong
23728,signer33_sample199,59,glove
23729,signer33_sample200,7,cry
23730,signer33_sample201,139,grandmother
23731,signer33_sample202,147,allright
23732,signer33_sample203,93,goodbye
23733,signer33_sample204,117,smell
23734,signer33_sample205,185,milk
23735,signer33_sample206,138,where
23736,signer33_sample207,161,picnic
23737,signer33_sample208,68,elephant
23738,signer33_sample209,143,teacher
23739,signer33_sample210,110,if_only
23740,signer33_sample211,175,you
23741,signer33_sample212,206,near
23742,signer33_sample213,43,soup
23743,signer33_sample214,38,tea
23744,signer33_sample215,177,free
23745,signer33_sample216,87,congratulations
23746,signer33_sample217,122,bad
23747,signer33_sample218,146,nope
23748,signer33_sample219,125,salary
23749,signer33_sample220,149,forest
23750,signer33_sample221,28,single
23751,signer33_sample222,26,feast
23752,signer33_sample223,100,good
23753,signer33_sample224,208,wrong
23754,signer33_sample225,78,laugh
23755,signer33_sample226,103,pencil
23756,signer33_sample227,117,smell
23757,signer33_sample228,91,always
23758,signer33_sample229,179,love
23759,signer33_sample230,37,fork
23760,signer33_sample231,182,you
23761,signer33_sample232,183,say
23762,signer33_sample233,26,feast
23763,signer33_sample234,112,identity
23764,signer33_sample235,217,eat
23765,signer33_sample236,174,umbrella
23766,signer33_sample237,89,gift
23767,signer33_sample238,5,tree
23768,signer33_sample239,46,wallet
23769,signer33_sample240,138,where
23770,signer33_sample241,66,married
23771,signer33_sample242,116,female
23772,signer33_sample243,173,hi
23773,signer33_sample244,156,potato
23774,signer33_sample245,54,wedding
23775,signer33_sample246,47,minute
23776,signer33_sample247,136,how
23777,signer33_sample248,82,ill
23778,signer33_sample249,62,male
23779,signer33_sample250,27,baby
23780,signer33_sample251,134,manager
23781,signer33_sample252,31,petrol
23782,signer33_sample253,3,enjoy_your_meal
23783,signer33_sample254,173,hi
23784,signer33_sample255,141,room
23785,signer33_sample256,161,picnic
23786,signer33_sample257,140,oven
23787,signer33_sample258,178,voice
23788,signer33_sample259,203,sad
23789,signer33_sample260,28,single
23790,signer33_sample261,162,police
23791,signer33_sample262,225,difficult
23792,signer33_sample263,126,scissors
23793,signer33_sample264,59,glove
23794,signer33_sample265,160,thursday
23795,signer33_sample266,189,holiday
23796,signer33_sample267,167,sauce
23797,signer33_sample268,19,same
23798,signer33_sample269,12,shopping
23799,signer33_sample270,95,needle
23800,signer33_sample271,19,same
23801,signer33_sample272,60,labor
23802,signer33_sample273,170,hat
23803,signer33_sample274,191,ceiling
23804,signer33_sample275,49,change
23805,signer33_sample276,6,heavy
23806,signer33_sample277,212,tomorrow
23807,signer33_sample278,170,hat
23808,signer33_sample279,33,inform
23809,signer33_sample280,49,change
23810,signer33_sample281,104,radiator
23811,signer33_sample282,18,mirror
23812,signer33_sample283,166,soap
23813,signer33_sample284,89,gift
23814,signer33_sample285,200,toilet
23815,signer33_sample286,164,request
23816,signer33_sample287,135,tap
23817,signer33_sample288,94,drink
23818,signer33_sample289,12,shopping
23819,signer33_sample290,88,animal
23820,signer33_sample291,123,lap
23821,signer33_sample292,35,work
23822,signer33_sample293,207,alone
23823,signer33_sample294,152,cotton
23824,signer33_sample295,98,light
23825,signer33_sample296,217,eat
23826,signer33_sample297,69,photograph
23827,signer33_sample298,223,egg
23828,signer33_sample299,133,guest
23829,signer33_sample300,205,tax
23830,signer33_sample301,107,crossroads
23831,signer33_sample302,172,sugar
23832,signer33_sample303,20,father
23833,signer33_sample304,183,say
23834,signer33_sample305,113,rent
23835,signer33_sample306,37,fork
23836,signer33_sample307,81,carpet
23837,signer33_sample308,168,tuesday
23838,signer33_sample309,129,angel
23839,signer33_sample310,204,existing
23840,signer33_sample311,148,they
23841,signer33_sample312,8,family
23842,signer33_sample313,56,enemy
23843,signer33_sample314,170,hat
23844,signer33_sample315,179,love
23845,signer33_sample316,58,pharmacy
23846,signer33_sample317,219,star
23847,signer33_sample318,4,brother
23848,signer33_sample319,132,stairs
23849,signer33_sample320,167,sauce
23850,signer33_sample321,71,past
23851,signer33_sample322,172,sugar
23852,signer33_sample323,79,lightweight
23853,signer33_sample324,50,topple
23854,signer33_sample325,171,war
23855,signer33_sample326,36,wednesday
23856,signer33_sample327,74,lake
23857,signer33_sample328,27,baby
23858,signer33_sample329,175,you
23859,signer33_sample330,17,shoe
23860,signer33_sample331,148,they
23861,signer33_sample332,155,pastrami
23862,signer33_sample333,62,male
23863,signer33_sample334,196,thanks
23864,signer33_sample335,105,door
23865,signer33_sample336,98,light
23866,signer33_sample337,143,teacher
23867,signer33_sample338,212,tomorrow
23868,signer33_sample339,4,brother
23869,signer33_sample340,123,lap
23870,signer33_sample341,166,soap
23871,signer33_sample342,64,house
23872,signer33_sample343,205,tax
23873,signer33_sample344,85,towel
23874,signer33_sample345,134,manager
23875,signer33_sample346,107,crossroads
23876,signer33_sample347,220,absent
23877,signer33_sample348,83,hospital
23878,signer33_sample349,189,holiday
23879,signer33_sample350,163,psychology
23880,signer33_sample351,68,elephant
23881,signer33_sample352,90,halal
23882,signer33_sample353,83,hospital
23883,signer33_sample354,106,sibling
23884,signer33_sample355,109,belt
23885,signer33_sample356,206,near
23886,signer33_sample357,77,show
23887,signer33_sample358,201,flour
23888,signer33_sample359,144,school
23889,signer33_sample360,137,why
23890,signer33_sample361,22,look
23891,signer33_sample362,1,hurry
23892,signer33_sample363,219,star
23893,signer33_sample364,151,apologize
23894,signer33_sample365,78,laugh
23895,signer33_sample366,41,ugly
23896,signer33_sample367,145,olympiad
23897,signer33_sample368,104,radiator
23898,signer33_sample369,212,tomorrow
23899,signer33_sample370,75,shirt
23900,signer33_sample371,100,good
23901,signer33_sample372,51,government
23902,signer33_sample373,201,flour
23903,signer33_sample374,74,lake
23904,signer33_sample375,128,god_preserve
23905,signer33_sample376,76,see
23906,signer33_sample377,135,tap
23907,signer33_sample378,154,money
23908,signer33_sample379,11,kin
23909,signer33_sample380,186,okay
23910,signer33_sample381,58,pharmacy
23911,signer33_sample382,53,full
23912,signer33_sample383,142,wood
23913,signer33_sample384,153,trousers
23914,signer33_sample385,181,border
23915,signer33_sample386,47,minute
23916,signer33_sample387,181,border
23917,signer33_sample388,23,honey
23918,signer33_sample389,195,tailor
23919,signer33_sample390,45,saturday
23920,signer33_sample391,152,cotton
23921,signer33_sample392,43,soup
23922,signer33_sample393,74,lake
23923,signer33_sample394,209,do
23924,signer33_sample395,80,right
23925,signer33_sample396,81,carpet
23926,signer33_sample397,197,screwdriver
23927,signer33_sample398,0,sister
23928,signer33_sample399,117,smell
23929,signer33_sample400,110,if_only
23930,signer33_sample401,29,wait
23931,signer33_sample402,0,sister
23932,signer33_sample403,35,work
23933,signer33_sample404,209,do
23934,signer33_sample405,220,absent
23935,signer33_sample406,144,school
23936,signer33_sample407,141,room
23937,signer33_sample408,149,forest
23938,signer33_sample409,39,teapot
23939,signer33_sample410,54,wedding
23940,signer33_sample411,48,grandfather
23941,signer33_sample412,97,not_interested
23942,signer33_sample413,118,cologne
23943,signer33_sample414,190,sweet
23944,signer33_sample415,224,time
23945,signer33_sample416,33,inform
23946,signer33_sample417,153,trousers
23947,signer33_sample418,50,topple
23948,signer33_sample419,135,tap
23949,signer33_sample420,148,they
23950,signer33_sample421,220,absent
23951,signer33_sample422,187,comb
23952,signer33_sample423,36,wednesday
23953,signer33_sample424,213,forbidden
23954,signer33_sample425,103,pencil
23955,signer33_sample426,80,right
23956,signer33_sample427,128,god_preserve
23957,signer33_sample428,25,flag
23958,signer33_sample429,138,where
23959,signer33_sample430,211,help
23960,signer33_sample431,102,breakfast
23961,signer33_sample432,35,work
23962,signer33_sample433,40,hammer
23963,signer33_sample434,17,shoe
23964,signer33_sample435,171,war
23965,signer33_sample436,178,voice
23966,signer33_sample437,1,hurry
23967,signer33_sample438,18,mirror
23968,signer33_sample439,83,hospital
23969,signer33_sample440,173,hi
23970,signer33_sample441,199,orange
23971,signer33_sample442,61,retired
23972,signer33_sample443,85,towel
23973,signer33_sample444,177,free
23974,signer33_sample445,102,breakfast
23975,signer33_sample446,127,tongs
23976,signer33_sample447,82,ill
23977,signer33_sample448,187,comb
23978,signer33_sample449,32,together
23979,signer33_sample450,16,ataturk
23980,signer33_sample451,24,glass
23981,signer33_sample452,129,angel
23982,signer33_sample453,184,promise
23983,signer33_sample454,65,yes
23984,signer33_sample455,204,existing
23985,signer33_sample456,8,family
23986,signer33_sample457,153,trousers
23987,signer33_sample458,111,who
23988,signer33_sample459,98,light
23989,signer33_sample460,151,apologize
23990,signer33_sample461,5,tree
23991,signer33_sample462,94,drink
23992,signer33_sample463,12,shopping
23993,signer33_sample464,182,you
23994,signer33_sample465,5,tree
23995,signer33_sample466,27,baby
23996,signer33_sample467,222,tired
23997,signer33_sample468,132,stairs
23998,signer33_sample469,215,bed
23999,signer33_sample470,86,no
24000,signer33_sample471,64,house
24001,signer33_sample472,177,free
24002,signer33_sample473,15,friend
24003,signer33_sample474,210,band-aid
24004,signer33_sample475,157,sunday
24005,signer33_sample476,194,scales
24006,signer33_sample477,101,escape
24007,signer33_sample478,8,family
24008,signer33_sample479,160,thursday
24009,signer33_sample480,21,garden
24010,signer33_sample481,65,yes
24011,signer33_sample482,91,always
24012,signer33_sample483,115,mince
24013,signer33_sample484,9,wise
24014,signer33_sample485,185,milk
24015,signer33_sample486,66,married
24016,signer33_sample487,159,window
24017,signer33_sample488,110,if_only
24018,signer33_sample489,122,bad
24019,signer33_sample490,197,screwdriver
24020,signer33_sample491,214,pillow
24021,signer33_sample492,210,band-aid
24022,signer33_sample493,189,holiday
24023,signer33_sample494,39,teapot
24024,signer33_sample495,125,salary
24025,signer33_sample496,221,road
24026,signer33_sample497,131,napkin
24027,signer33_sample498,50,topple
24028,signer33_sample499,204,existing
24029,signer33_sample500,225,difficult
24030,signer33_sample501,53,full
24031,signer33_sample502,120,dog
24032,signer33_sample503,164,request
24033,signer33_sample504,77,show
24034,signer33_sample505,114,book
24035,signer33_sample506,142,wood
24036,signer33_sample507,67,memorize
24037,signer33_sample508,127,tongs
24038,signer33_sample509,190,sweet
24039,signer33_sample510,15,friend
24040,signer33_sample511,73,bring
24041,signer33_sample512,6,heavy
24042,signer33_sample513,192,danger
24043,signer33_sample514,11,kin
24044,signer33_sample515,134,manager
24045,signer33_sample516,131,napkin
24046,signer33_sample517,202,far
24047,signer33_sample518,118,cologne
24048,signer33_sample519,158,monday
24049,signer33_sample520,209,do
24050,signer33_sample521,89,gift
24051,signer33_sample522,171,war
24052,signer33_sample523,130,be_pleased
24053,signer33_sample524,140,oven
24054,signer33_sample525,149,forest
24055,signer33_sample526,6,heavy
24056,signer33_sample527,188,date
24057,signer33_sample528,29,wait
24058,signer33_sample529,150,fasting
24059,signer33_sample530,187,comb
24060,signer33_sample531,180,evil
24061,signer33_sample532,194,scales
24062,signer33_sample533,41,ugly
24063,signer33_sample534,122,bad
24064,signer33_sample535,199,orange
24065,signer33_sample536,101,escape
24066,signer33_sample537,9,wise
24067,signer33_sample538,24,glass
24068,signer33_sample539,42,child
24069,signer33_sample540,123,lap
24070,signer33_sample541,154,money
24071,signer33_sample542,211,help
24072,signer33_sample543,208,wrong
24073,signer33_sample544,165,hour
24074,signer33_sample545,79,lightweight
24075,signer33_sample546,216,slow
24076,signer33_sample547,54,wedding
24077,signer33_sample548,180,evil
24078,signer33_sample549,102,breakfast
24079,signer33_sample550,174,umbrella
24080,signer33_sample551,24,glass
24081,signer33_sample552,210,band-aid
24082,signer33_sample553,195,tailor
24083,signer33_sample554,108,accident
24084,signer33_sample555,71,past
24085,signer33_sample556,23,honey
24086,signer33_sample557,47,minute
24087,signer33_sample558,78,laugh
24088,signer33_sample559,99,push
24089,signer33_sample560,192,danger
24090,signer33_sample561,96,medicine
24091,signer33_sample562,126,scissors
24092,signer33_sample563,168,tuesday
24093,signer33_sample564,73,bring
24094,signer33_sample565,202,far
24095,signer33_sample566,32,together
24096,signer33_sample567,218,cook
24097,signer33_sample568,124,stain
24098,signer33_sample569,61,retired
24099,signer33_sample570,95,needle
24100,signer33_sample571,114,book
24101,signer33_sample572,115,mince
24102,signer33_sample573,157,sunday
24103,signer33_sample574,162,police
24104,signer33_sample575,34,we
24105,signer33_sample576,64,house
24106,signer33_sample577,120,dog
24107,signer33_sample578,16,ataturk
24108,signer33_sample579,193,telephone
24109,signer33_sample580,70,football
24110,signer33_sample581,88,animal
24111,signer33_sample582,188,date
24112,signer33_sample583,182,you
24113,signer33_sample584,63,meal
24114,signer33_sample585,91,always
24115,signer33_sample586,120,dog
24116,signer33_sample587,55,yesterday
24117,signer33_sample588,107,crossroads
24118,signer33_sample589,44,friday
24119,signer33_sample590,41,ugly
24120,signer33_sample591,119,coal
24121,signer33_sample592,124,stain
24122,signer33_sample593,70,football
24123,signer33_sample594,81,carpet
24124,signer33_sample595,38,tea
24125,signer33_sample596,224,time
24126,signer33_sample597,136,how
24127,signer33_sample598,63,meal
24128,signer33_sample599,188,date
24129,signer33_sample600,118,cologne
24130,signer33_sample601,179,love
24131,signer33_sample602,13,key
24132,signer33_sample603,21,garden
24133,signer33_sample604,63,meal
24134,signer33_sample605,109,belt
24135,signer33_sample606,22,look
24136,signer33_sample607,103,pencil
24137,signer33_sample608,186,okay
24138,signer33_sample609,161,picnic
24139,signer33_sample610,48,grandfather
24140,signer33_sample611,156,potato
24141,signer33_sample612,72,get_well
24142,signer33_sample613,79,lightweight
24143,signer33_sample614,2,hungry
24144,signer33_sample615,94,drink
24145,signer33_sample616,90,halal
24146,signer33_sample617,36,wednesday
24147,signer33_sample618,82,ill
24148,signer33_sample619,137,why
24149,signer33_sample620,18,mirror
24150,signer33_sample621,191,ceiling
24151,signer33_sample622,67,memorize
24152,signer33_sample623,132,stairs
24153,signer33_sample624,14,mother
24154,signer33_sample625,128,god_preserve
24155,signer33_sample626,205,tax
24156,signer33_sample627,206,near
24157,signer33_sample628,96,medicine
24158,signer33_sample629,180,evil
24159,signer33_sample630,201,flour
24160,signer33_sample631,169,champion
24161,signer33_sample632,199,orange
24162,signer33_sample633,97,not_interested
24163,signer33_sample634,193,telephone
24164,signer33_sample635,160,thursday
24165,signer33_sample636,163,psychology
24166,signer33_sample637,52,doctor
24167,signer33_sample638,157,sunday
24168,signer33_sample639,72,get_well
24169,signer33_sample640,96,medicine
24170,signer33_sample641,99,push
24171,signer33_sample642,10,unwise
24172,signer33_sample643,106,sibling
24173,signer33_sample644,62,male
24174,signer33_sample645,172,sugar
24175,signer33_sample646,43,soup
24176,signer33_sample647,99,push
24177,signer33_sample648,213,forbidden
24178,signer33_sample649,69,photograph
24179,signer33_sample650,108,accident
24180,signer33_sample651,56,enemy
24181,signer33_sample652,216,slow
24182,signer33_sample653,57,wall
24183,signer33_sample654,196,thanks
24184,signer33_sample655,169,champion
24185,signer33_sample656,106,sibling
24186,signer33_sample657,181,border
24187,signer33_sample658,224,time
24188,signer33_sample659,185,milk
24189,signer33_sample660,86,no
24190,signer36_sample1,45,saturday
24191,signer36_sample2,64,house
24192,signer36_sample3,209,do
24193,signer36_sample4,28,single
24194,signer36_sample5,30,I
24195,signer36_sample6,93,goodbye
24196,signer36_sample7,179,love
24197,signer36_sample8,157,sunday
24198,signer36_sample9,131,napkin
24199,signer36_sample10,122,bad
24200,signer36_sample11,211,help
24201,signer36_sample12,104,radiator
24202,signer36_sample13,142,wood
24203,signer36_sample14,196,thanks
24204,signer36_sample15,118,cologne
24205,signer36_sample16,152,cotton
24206,signer36_sample17,113,rent
24207,signer36_sample18,13,key
24208,signer36_sample19,140,oven
24209,signer36_sample20,209,do
24210,signer36_sample21,133,guest
24211,signer36_sample22,104,radiator
24212,signer36_sample23,83,hospital
24213,signer36_sample24,127,tongs
24214,signer36_sample25,189,holiday
24215,signer36_sample26,76,see
24216,signer36_sample27,109,belt
24217,signer36_sample28,125,salary
24218,signer36_sample29,132,stairs
24219,signer36_sample30,163,psychology
24220,signer36_sample31,0,sister
24221,signer36_sample32,204,existing
24222,signer36_sample33,194,scales
24223,signer36_sample34,50,topple
24224,signer36_sample35,74,lake
24225,signer36_sample36,198,turkey
24226,signer36_sample37,144,school
24227,signer36_sample38,40,hammer
24228,signer36_sample39,159,window
24229,signer36_sample40,44,friday
24230,signer36_sample41,168,tuesday
24231,signer36_sample42,13,key
24232,signer36_sample43,60,labor
24233,signer36_sample44,63,meal
24234,signer36_sample45,125,salary
24235,signer36_sample46,147,allright
24236,signer36_sample47,57,wall
24237,signer36_sample48,116,female
24238,signer36_sample49,75,shirt
24239,signer36_sample50,216,slow
24240,signer36_sample51,176,bill
24241,signer36_sample52,187,comb
24242,signer36_sample53,114,book
24243,signer36_sample54,171,war
24244,signer36_sample55,115,mince
24245,signer36_sample56,156,potato
24246,signer36_sample57,75,shirt
24247,signer36_sample58,195,tailor
24248,signer36_sample59,73,bring
24249,signer36_sample60,177,free
24250,signer36_sample61,35,work
24251,signer36_sample62,42,child
24252,signer36_sample63,129,angel
24253,signer36_sample64,15,friend
24254,signer36_sample65,137,why
24255,signer36_sample66,156,potato
24256,signer36_sample67,15,friend
24257,signer36_sample68,111,who
24258,signer36_sample69,52,doctor
24259,signer36_sample70,199,orange
24260,signer36_sample71,139,grandmother
24261,signer36_sample72,169,champion
24262,signer36_sample73,100,good
24263,signer36_sample74,12,shopping
24264,signer36_sample75,83,hospital
24265,signer36_sample76,182,you
24266,signer36_sample77,180,evil
24267,signer36_sample78,139,grandmother
24268,signer36_sample79,127,tongs
24269,signer36_sample80,24,glass
24270,signer36_sample81,86,no
24271,signer36_sample82,210,band-aid
24272,signer36_sample83,103,pencil
24273,signer36_sample84,167,sauce
24274,signer36_sample85,10,unwise
24275,signer36_sample86,136,how
24276,signer36_sample87,41,ugly
24277,signer36_sample88,87,congratulations
24278,signer36_sample89,155,pastrami
24279,signer36_sample90,43,soup
24280,signer36_sample91,137,why
24281,signer36_sample92,107,crossroads
24282,signer36_sample93,102,breakfast
24283,signer36_sample94,21,garden
24284,signer36_sample95,168,tuesday
24285,signer36_sample96,17,shoe
24286,signer36_sample97,87,congratulations
24287,signer36_sample98,60,labor
24288,signer36_sample99,33,inform
24289,signer36_sample100,206,near
24290,signer36_sample101,32,together
24291,signer36_sample102,125,salary
24292,signer36_sample103,170,hat
24293,signer36_sample104,183,say
24294,signer36_sample105,140,oven
24295,signer36_sample106,175,you
24296,signer36_sample107,4,brother
24297,signer36_sample108,203,sad
24298,signer36_sample109,63,meal
24299,signer36_sample110,177,free
24300,signer36_sample111,96,medicine
24301,signer36_sample112,179,love
24302,signer36_sample113,102,breakfast
24303,signer36_sample114,98,light
24304,signer36_sample115,93,goodbye
24305,signer36_sample116,19,same
24306,signer36_sample117,196,thanks
24307,signer36_sample118,218,cook
24308,signer36_sample119,100,good
24309,signer36_sample120,114,book
24310,signer36_sample121,129,angel
24311,signer36_sample122,44,friday
24312,signer36_sample123,112,identity
24313,signer36_sample124,78,laugh
24314,signer36_sample125,190,sweet
24315,signer36_sample126,71,past
24316,signer36_sample127,79,lightweight
24317,signer36_sample128,28,single
24318,signer36_sample129,120,dog
24319,signer36_sample130,31,petrol
24320,signer36_sample131,197,screwdriver
24321,signer36_sample132,38,tea
24322,signer36_sample133,62,male
24323,signer36_sample134,87,congratulations
24324,signer36_sample135,94,drink
24325,signer36_sample136,188,date
24326,signer36_sample137,6,heavy
24327,signer36_sample138,175,you
24328,signer36_sample139,36,wednesday
24329,signer36_sample140,57,wall
24330,signer36_sample141,65,yes
24331,signer36_sample142,126,scissors
24332,signer36_sample143,193,telephone
24333,signer36_sample144,175,you
24334,signer36_sample145,12,shopping
24335,signer36_sample146,181,border
24336,signer36_sample147,146,nope
24337,signer36_sample148,213,forbidden
24338,signer36_sample149,56,enemy
24339,signer36_sample150,88,animal
24340,signer36_sample151,128,god_preserve
24341,signer36_sample152,178,voice
24342,signer36_sample153,44,friday
24343,signer36_sample154,76,see
24344,signer36_sample155,23,honey
24345,signer36_sample156,211,help
24346,signer36_sample157,35,work
24347,signer36_sample158,58,pharmacy
24348,signer36_sample159,29,wait
24349,signer36_sample160,116,female
24350,signer36_sample161,135,tap
24351,signer36_sample162,48,grandfather
24352,signer36_sample163,134,manager
24353,signer36_sample164,143,teacher
24354,signer36_sample165,1,hurry
24355,signer36_sample166,22,look
24356,signer36_sample167,132,stairs
24357,signer36_sample168,161,picnic
24358,signer36_sample169,124,stain
24359,signer36_sample170,71,past
24360,signer36_sample171,225,difficult
24361,signer36_sample172,6,heavy
24362,signer36_sample173,3,enjoy_your_meal
24363,signer36_sample174,24,glass
24364,signer36_sample175,199,orange
24365,signer36_sample176,5,tree
24366,signer36_sample177,54,wedding
24367,signer36_sample178,182,you
24368,signer36_sample179,148,they
24369,signer36_sample180,144,school
24370,signer36_sample181,84,fault
24371,signer36_sample182,123,lap
24372,signer36_sample183,70,football
24373,signer36_sample184,32,together
24374,signer36_sample185,197,screwdriver
24375,signer36_sample186,163,psychology
24376,signer36_sample187,88,animal
24377,signer36_sample188,82,ill
24378,signer36_sample189,223,egg
24379,signer36_sample190,46,wallet
24380,signer36_sample191,121,bridge
24381,signer36_sample192,187,comb
24382,signer36_sample193,207,alone
24383,signer36_sample194,174,umbrella
24384,signer36_sample195,171,war
24385,signer36_sample196,196,thanks
24386,signer36_sample197,117,smell
24387,signer36_sample198,18,mirror
24388,signer36_sample199,37,fork
24389,signer36_sample200,223,egg
24390,signer36_sample201,190,sweet
24391,signer36_sample202,216,slow
24392,signer36_sample203,165,hour
24393,signer36_sample204,217,eat
24394,signer36_sample205,205,tax
24395,signer36_sample206,24,glass
24396,signer36_sample207,202,far
24397,signer36_sample208,215,bed
24398,signer36_sample209,77,show
24399,signer36_sample210,4,brother
24400,signer36_sample211,51,government
24401,signer36_sample212,148,they
24402,signer36_sample213,23,honey
24403,signer36_sample214,209,do
24404,signer36_sample215,93,goodbye
24405,signer36_sample216,157,sunday
24406,signer36_sample217,212,tomorrow
24407,signer36_sample218,166,soap
24408,signer36_sample219,22,look
24409,signer36_sample220,223,egg
24410,signer36_sample221,83,hospital
24411,signer36_sample222,63,meal
24412,signer36_sample223,49,change
24413,signer36_sample224,191,ceiling
24414,signer36_sample225,107,crossroads
24415,signer36_sample226,163,psychology
24416,signer36_sample227,108,accident
24417,signer36_sample228,106,sibling
24418,signer36_sample229,62,male
24419,signer36_sample230,45,saturday
24420,signer36_sample231,148,they
24421,signer36_sample232,201,flour
24422,signer36_sample233,198,turkey
24423,signer36_sample234,39,teapot
24424,signer36_sample235,53,full
24425,signer36_sample236,112,identity
24426,signer36_sample237,43,soup
24427,signer36_sample238,30,I
24428,signer36_sample239,99,push
24429,signer36_sample240,47,minute
24430,signer36_sample241,130,be_pleased
24431,signer36_sample242,17,shoe
24432,signer36_sample243,139,grandmother
24433,signer36_sample244,224,time
24434,signer36_sample245,194,scales
24435,signer36_sample246,206,near
24436,signer36_sample247,11,kin
24437,signer36_sample248,72,get_well
24438,signer36_sample249,66,married
24439,signer36_sample250,82,ill
24440,signer36_sample251,181,border
24441,signer36_sample252,225,difficult
24442,signer36_sample253,153,trousers
24443,signer36_sample254,222,tired
24444,signer36_sample255,89,gift
24445,signer36_sample256,40,hammer
24446,signer36_sample257,97,not_interested
24447,signer36_sample258,153,trousers
24448,signer36_sample259,149,forest
24449,signer36_sample260,158,monday
24450,signer36_sample261,219,star
24451,signer36_sample262,70,football
24452,signer36_sample263,220,absent
24453,signer36_sample264,159,window
24454,signer36_sample265,92,never
24455,signer36_sample266,222,tired
24456,signer36_sample267,126,scissors
24457,signer36_sample268,20,father
24458,signer36_sample269,180,evil
24459,signer36_sample270,100,good
24460,signer36_sample271,151,apologize
24461,signer36_sample272,210,band-aid
24462,signer36_sample273,105,door
24463,signer36_sample274,200,toilet
24464,signer36_sample275,191,ceiling
24465,signer36_sample276,46,wallet
24466,signer36_sample277,164,request
24467,signer36_sample278,122,bad
24468,signer36_sample279,101,escape
24469,signer36_sample280,115,mince
24470,signer36_sample281,194,scales
24471,signer36_sample282,117,smell
24472,signer36_sample283,2,hungry
24473,signer36_sample284,26,feast
24474,signer36_sample285,203,sad
24475,signer36_sample286,219,star
24476,signer36_sample287,69,photograph
24477,signer36_sample288,72,get_well
24478,signer36_sample289,152,cotton
24479,signer36_sample290,86,no
24480,signer36_sample291,95,needle
24481,signer36_sample292,201,flour
24482,signer36_sample293,68,elephant
24483,signer36_sample294,216,slow
24484,signer36_sample295,119,coal
24485,signer36_sample296,69,photograph
24486,signer36_sample297,208,wrong
24487,signer36_sample298,118,cologne
24488,signer36_sample299,103,pencil
24489,signer36_sample300,218,cook
24490,signer36_sample301,11,kin
24491,signer36_sample302,16,ataturk
24492,signer36_sample303,14,mother
24493,signer36_sample304,111,who
24494,signer36_sample305,164,request
24495,signer36_sample306,213,forbidden
24496,signer36_sample307,136,how
24497,signer36_sample308,144,school
24498,signer36_sample309,221,road
24499,signer36_sample310,110,if_only
24500,signer36_sample311,39,teapot
24501,signer36_sample312,154,money
24502,signer36_sample313,65,yes
24503,signer36_sample314,7,cry
24504,signer36_sample315,94,drink
24505,signer36_sample316,170,hat
24506,signer36_sample317,82,ill
24507,signer36_sample318,41,ugly
24508,signer36_sample319,105,door
24509,signer36_sample320,43,soup
24510,signer36_sample321,104,radiator
24511,signer36_sample322,143,teacher
24512,signer36_sample323,134,manager
24513,signer36_sample324,177,free
24514,signer36_sample325,135,tap
24515,signer36_sample326,218,cook
24516,signer36_sample327,77,show
24517,signer36_sample328,189,holiday
24518,signer36_sample329,4,brother
24519,signer36_sample330,174,umbrella
24520,signer36_sample331,62,male
24521,signer36_sample332,192,danger
24522,signer36_sample333,189,holiday
24523,signer36_sample334,19,same
24524,signer36_sample335,99,push
24525,signer36_sample336,213,forbidden
24526,signer36_sample337,91,always
24527,signer36_sample338,29,wait
24528,signer36_sample339,55,yesterday
24529,signer36_sample340,201,flour
24530,signer36_sample341,78,laugh
24531,signer36_sample342,47,minute
24532,signer36_sample343,85,towel
24533,signer36_sample344,67,memorize
24534,signer36_sample345,85,towel
24535,signer36_sample346,147,allright
24536,signer36_sample347,36,wednesday
24537,signer36_sample348,145,olympiad
24538,signer36_sample349,111,who
24539,signer36_sample350,81,carpet
24540,signer36_sample351,21,garden
24541,signer36_sample352,49,change
24542,signer36_sample353,79,lightweight
24543,signer36_sample354,80,right
24544,signer36_sample355,183,say
24545,signer36_sample356,42,child
24546,signer36_sample357,168,tuesday
24547,signer36_sample358,68,elephant
24548,signer36_sample359,59,glove
24549,signer36_sample360,199,orange
24550,signer36_sample361,181,border
24551,signer36_sample362,124,stain
24552,signer36_sample363,165,hour
24553,signer36_sample364,18,mirror
24554,signer36_sample365,126,scissors
